65,2,2008-08-01 13:20:44,4,,35,,,
66,1,2008-08-01 13:20:46,28,2028,17,Paging a collection with LINQ,4,
68,2,2008-08-01 13:22:04,36,,17,,,3
71,2,2008-08-01 13:37:59,36,,49,,,1
72,1,2008-08-01 13:38:27,12,765,25,How do I add existing comments to RDoc in Ruby?,2,
73,2,2008-08-01 13:40:16,4,,13,,,
76,2,2008-08-01 13:44:35,2,,50,,,1
77,2,2008-08-01 13:46:00,66,,40,,,2
78,2,2008-08-01 13:53:06,15,,55,,,
79,1,2008-08-01 13:56:33,10,10030,58,How can you get Subclipse in Aptana to work with the newest release of Subversion?,4,0
80,1,2008-08-01 13:57:07,9,3214,26,Adobe air - SQLStatement.execute() - Multiple queries in one statement,3,
81,2,2008-08-01 14:03:22,6,,41,,,
82,2,2008-08-01 14:06:28,8,,51,,,
84,2,2008-08-01 14:10:55,2,,60,,,
85,1,2008-08-01 14:19:52,42,8611,59,Flat File Databases in PHP,15,
86,2,2008-08-01 14:23:28,45,,39,,,0
87,2,2008-08-01 14:26:22,3,,59,,,
88,1,2008-08-01 14:36:18,43,24205,61,Is gettimeofday() guaranteed to be of microsecond resolution?,10,
90,1,2008-08-01 14:41:24,118,45368,58,Good branching and merging tutorials for TortoiseSVN?,3,
92,2,2008-08-01 14:45:37,8,,61,,,
93,2,2008-08-01 14:46:53,0,,25,,,
97,2,2008-08-01 14:52:53,11,,40,,,4
99,2,2008-08-01 14:55:08,2,,25,,,
100,2,2008-08-01 14:58:15,8,,59,,,2
101,2,2008-08-01 15:08:50,3,,40,,,
103,2,2008-08-01 15:11:59,25,,72,,,2
104,1,2008-08-01 15:12:34,95,7186,39,Anatomy of a Memory Leak,14,0
107,2,2008-08-01 15:19:25,5,,61,,,
108,1,2008-08-01 15:22:29,22,12781,72,Best Subversion clients for Windows Vista (64bit),10,
109,1,2008-08-01 15:23:05,15,3671,71,Decoding T-SQL CAST in C#/VB.net,2,4
110,2,2008-08-01 15:23:33,3,,36,,,
112,2,2008-08-01 15:28:12,73,,34,,,5
113,2,2008-08-01 15:32:11,2,,60,,,
114,2,2008-08-01 15:32:42,6,,17,,,
116,2,2008-08-01 15:34:43,1,,58,,,
120,1,2008-08-01 15:50:08,15,794,83,ASP.NET Site Maps,1,
123,1,2008-08-01 16:08:52,36,29645,78,Converting CSV File to XML in Java,16,1
124,2,2008-08-01 16:09:47,3,,26,,,1
126,1,2008-08-01 16:10:30,26,4930,58,How would you access Object properties from within an object method?,19,
127,2,2008-08-01 16:13:47,34,,35,,,2
128,2,2008-08-01 16:19:04,5,,26,,,2
129,1,2008-08-01 16:22:42,34,65695,48,How to export data from SQL Server 2005 to MySQL,5,5
133,2,2008-08-01 16:31:43,0,,59,,,1
134,1,2008-08-01 16:33:38,6,520,71,XSD DataSets and ignoring foreign keys,1,0
135,2,2008-08-01 16:36:42,2,,72,,,
139,2,2008-08-01 16:43:30,5,,72,,,
141,2,2008-08-01 16:47:54,1,,71,,,
142,2,2008-08-01 16:56:55,2,,42,,,
143,2,2008-08-01 17:01:27,3,,86,,,
145,1,2008-08-01 17:13:08,8,808,87,Compressing / Decompressing Folders & Files in C#?,7,0
146,1,2008-08-01 17:14:58,19,7288,30,How do I track file downloads with apache/PHP,7,
148,2,2008-08-01 17:24:24,0,,71,,,
149,2,2008-08-01 17:28:24,3,,80,,,
151,2,2008-08-01 17:30:56,9,,44,,,
153,2,2008-08-01 17:42:04,4,,59,,,
155,2,2008-08-01 17:47:54,2,,9,,,
158,2,2008-08-01 17:51:55,13,,70,,,
159,2,2008-08-01 17:52:46,19,,42,,,
160,2,2008-08-01 17:54:08,37,,17,,,5
161,2,2008-08-01 17:57:14,7,,33,,,
162,2,2008-08-01 18:00:06,24,,17,,,1
163,1,2008-08-01 18:00:13,54,5431,83,How do I sync the SVN revision number with my ASP.NET web site?,7,3
164,1,2008-08-01 18:02:22,20,78508,91,Embedding Windows Media Player for all browsers,9,1
166,2,2008-08-01 18:08:16,18,,17,,,7
167,2,2008-08-01 18:08:53,1,,30,,,
169,2,2008-08-01 18:23:59,27,,93,,,
170,2,2008-08-01 18:24:30,17,,59,,,1
173,1,2008-08-01 18:33:08,166,35175,83,How do I version my SQL Server database in SVN?,26,4
174,1,2008-08-01 18:33:48,33,6870,96,How do I print an HTML document from a web service?,6,0
176,1,2008-08-01 18:37:40,38,31476,91,Apache/PHP: error_log per Virtual Host?,10,
183,2,2008-08-01 18:51:12,30,,86,,,
186,2,2008-08-01 19:07:59,2,,40,,,
190,2,2008-08-01 19:21:57,3,,55,,,
192,1,2008-08-01 19:23:13,26,1798,91,Floating Point Number parsing: Is there a Catch All algorithm?,4,
194,1,2008-08-01 19:26:37,11,1880,60,Upgrading SQL Server 6.5,5,
195,2,2008-08-01 19:28:25,20,,80,,,1
197,2,2008-08-01 19:34:49,4,,71,,,
199,2,2008-08-01 19:36:46,0,,50,,,
202,2,2008-08-01 19:45:02,0,,71,,,1
206,2,2008-08-01 19:52:14,4,,35,,,
207,2,2008-08-01 19:58:45,38,,50,,,2
210,2,2008-08-01 20:02:08,21,,39,,,
212,2,2008-08-01 20:05:12,6,,96,,,
229,2,2008-08-01 21:46:12,8,,91,,,2
231,1,2008-08-01 22:08:14,10,8902,62,Register Windows program with the mailto protocol programmatically,3,
233,2,2008-08-01 22:12:30,7,,71,,,
234,1,2008-08-01 22:13:34,22,15008,91,SQL Server 2005 implementation of MySQL REPLACE INTO?,4,
235,2,2008-08-01 22:18:21,1,,91,,,1
236,2,2008-08-01 22:20:05,3,,48,,,1
237,1,2008-08-01 22:20:22,25,2336,100,Distributed source control options,25,1
238,2,2008-08-01 22:22:37,11,,34,,,
239,2,2008-08-01 22:25:30,4,,61,,,
240,2,2008-08-01 22:27:12,5,,34,,,
241,2,2008-08-01 22:29:00,7,,91,,,
243,2,2008-08-01 22:31:36,5,,71,,,
246,1,2008-08-01 22:34:42,8,1052,71,Create a SQLite database based on an XSD Data Set,3,
249,1,2008-08-01 22:44:11,14,1066,103,Accessing a remote form in php,6,
250,2,2008-08-01 22:57:41,9,,48,,,
252,2,2008-08-01 23:10:25,4,,34,,,
253,2,2008-08-01 23:10:56,19,,55,,,
258,2,2008-08-01 23:17:53,12,,55,,,
260,1,2008-08-01 23:22:08,28,5312,91,Adding scripting functionality to .NET applications,10,3
263,1,2008-08-01 23:27:24,13,4294,61,GTK implementation of MessageBox,3,0
264,1,2008-08-01 23:28:51,11,1513,104,BerkeleyDB Concurrency,5,
265,1,2008-08-01 23:29:32,11,2115,105,Best Practice: Collaborative Environment, Bin Directory, SVN,5,
266,2,2008-08-01 23:40:28,13,,34,,,
268,2,2008-08-01 23:44:05,1,,101,,,
269,2,2008-08-01 23:49:57,2,,91,,,1
273,2,2008-08-01 23:57:40,8,,103,,,
274,2,2008-08-01 23:58:35,4,,40,,,
275,2,2008-08-01 23:58:48,6,,101,,,
276,2,2008-08-02 00:03:33,3,,55,,,2
278,2,2008-08-02 00:12:12,4,,106,,,
279,1,2008-08-02 00:12:49,18,3503,91,ASP.NET, Visual Studio and Subversion - how to integrate?,12,2
283,2,2008-08-02 00:20:59,0,,40,,,3
284,2,2008-08-02 00:22:59,1,,60,,,
285,2,2008-08-02 00:25:28,15,,2,,,
289,1,2008-08-02 00:40:58,281,191209,109,How do you sort a C# dictionary by value?,14,
290,2,2008-08-02 00:42:35,0,,106,,,
291,2,2008-08-02 00:43:38,68,,109,,,5
292,2,2008-08-02 00:47:48,33,,91,,,3
297,2,2008-08-02 01:10:41,4,,40,,,
298,2,2008-08-02 01:15:42,192,,49,,,6
304,2,2008-08-02 01:38:14,1,,91,,,
307,2,2008-08-02 01:49:46,15,,49,,,3
308,1,2008-08-02 01:52:54,60,11196,106,Is there a version control system for database structure changes?,25,1
310,2,2008-08-02 01:56:51,5,,55,,,1
313,1,2008-08-02 02:02:36,64,5854,34,.NET Migrations Engine,12,
328,1,2008-08-02 02:41:34,127,37660,59,PHP Session Security,13,0
329,2,2008-08-02 02:43:42,16,,59,,,
330,1,2008-08-02 02:51:36,14,2869,63,Should I use nested classes in this case?,10,
331,2,2008-08-02 02:55:07,11,,58,,,4
332,2,2008-08-02 03:00:24,10,,59,,,
335,2,2008-08-02 03:16:19,3,,50,,,
336,1,2008-08-02 03:34:44,22,4160,61,When to use unsigned values over signed ones?,6,1
337,1,2008-08-02 03:35:55,32,4460,111,XML Processing in Python,15,1
338,2,2008-08-02 03:43:33,1,,61,,,
339,2,2008-08-02 03:49:21,25,,59,,,1
342,2,2008-08-02 04:01:34,11,,59,,,1
344,2,2008-08-02 04:18:15,3,,100,,,
347,2,2008-08-02 04:31:54,2,,50,,,
352,2,2008-08-02 05:20:22,38,,5,,,1
354,2,2008-08-02 05:51:57,0,,116,,,1
356,2,2008-08-02 06:05:04,3,,116,,,
357,2,2008-08-02 06:06:50,3,,115,,,9
358,2,2008-08-02 06:16:20,6,,109,,,
359,2,2008-08-02 06:16:23,3,,119,,,
360,2,2008-08-02 06:23:33,33,,109,,,1
361,1,2008-08-02 06:57:57,56,69873,115,Generate list of all possible permutations of a string,26,
362,2,2008-08-02 07:48:07,24,,80,,,3
363,2,2008-08-02 07:48:56,2,,117,,,
364,2,2008-08-02 07:56:07,4,,122,,,1
367,2,2008-08-02 08:08:22,26,,116,,,4
368,2,2008-08-02 08:08:25,4,,115,,,1
369,1,2008-08-02 08:12:39,25,1567,117,How much of the Web build process do you/should you automate?,7,
371,1,2008-08-02 08:19:18,249,37276,49,How do you make sure email you send programmatically is not automatically marked as spam?,18,
375,2,2008-08-02 08:32:04,14,,124,,,
377,2,2008-08-02 08:33:41,3,,122,,,3
382,1,2008-08-02 08:58:27,21,5248,122,What is the meaning of the type safety warning in certain Java generics casts?,1,1
384,2,2008-08-02 08:58:48,25,,122,,,
387,1,2008-08-02 09:28:17,17,2640,134,Lucene Score results,3,
388,2,2008-08-02 09:40:54,2,,118,,,
391,2,2008-08-02 09:51:00,12,,134,,,1
392,2,2008-08-02 09:52:36,5,,91,,,2
395,1,2008-08-02 10:17:53,72,18276,118,How do you migrate a large app from Visual Basic 6.0 to VB.NET?,18,
396,2,2008-08-02 10:21:54,194,,136,,,7
397,2,2008-08-02 10:22:41,0,,135,,,
398,2,2008-08-02 10:27:27,3,,135,,,
402,1,2008-08-02 10:47:08,61,63402,136,iPhone app in landscape mode,9,2
403,1,2008-08-02 10:48:43,41,9045,123,Tool to aid Code Review,11,
407,2,2008-08-02 11:05:55,1,,137,,,4
411,2,2008-08-02 11:24:57,11,,137,,,
412,2,2008-08-02 11:30:47,0,,123,,,0
414,2,2008-08-02 11:34:21,32,,139,,,1
415,1,2008-08-02 11:40:44,47,8537,123,Decode email address from Gravatar hash?,12,1
419,1,2008-08-02 11:52:01,14,1639,268,Unload a COM control when working in VB6 IDE,1,
420,2,2008-08-02 11:56:56,11,,133,,,2
421,2,2008-08-02 11:59:58,5,,34,,,
423,2,2008-08-02 12:07:17,16,,117,,,2
426,2,2008-08-02 12:11:43,3,,111,,,
427,1,2008-08-02 12:12:02,8,640,123,Programmatically Launch IE Mobile Favorites screen,3,
429,1,2008-08-02 12:27:53,9,1934,111,How do you schedule tasks in Windows?,5,
430,2,2008-08-02 12:28:12,6,,136,,,
431,2,2008-08-02 12:31:30,8,,34,,,
432,2,2008-08-02 12:31:47,5,,52,,,
438,1,2008-08-02 12:56:58,23,7002,136,Implementation of Remember me in a Rails application,8,
451,2,2008-08-02 13:45:57,6,,17,,,2
467,2,2008-08-02 14:57:13,8,,144,,,
469,1,2008-08-02 15:11:16,5,1379,147,How can I find the full path to a font from its display name on a Mac?,4,
470,1,2008-08-02 15:11:47,6,252,71,Homegrown consumption of web services,1,
471,2,2008-08-02 15:21:03,22,,147,,,2
473,2,2008-08-02 15:33:13,5,,49,,,1
476,2,2008-08-02 15:50:26,1,,35,,,
482,1,2008-08-02 16:09:56,15,11859,77,WinForms ComboBox data binding gotcha,3,
483,2,2008-08-02 16:10:42,18,,147,,,3
484,1,2008-08-02 16:10:55,56,4854,58,How do you test layout design across multiple browsers/OSs?,23,
485,2,2008-08-02 16:13:52,41,,58,,,4
486,2,2008-08-02 16:15:47,0,,34,,,
489,2,2008-08-02 16:18:35,2,,33,,,1
493,2,2008-08-02 16:43:44,0,,151,,,3
497,2,2008-08-02 16:56:53,0,,50,,,
499,2,2008-08-02 16:59:38,1,,50,,,
502,1,2008-08-02 17:01:58,15,5544,147,Get a preview JPEG of a PDF on Windows?,5,
504,2,2008-08-02 17:08:22,0,,71,,,
509,2,2008-08-02 17:18:12,17,,143,,,
514,1,2008-08-02 17:26:39,8,1183,151,Frequent SystemExit in Ruby when making HTTP calls,5,
515,2,2008-08-02 17:27:21,15,,136,,,
516,2,2008-08-02 17:33:54,109,,150,,,4
518,2,2008-08-02 17:42:28,0,,153,,,
519,2,2008-08-02 17:50:34,2,,136,,,
521,2,2008-08-02 17:54:50,3,,154,,,
522,2,2008-08-02 17:57:06,4,,156,,,3
525,2,2008-08-02 18:04:10,1,,154,,,
529,2,2008-08-02 18:16:07,2,,86,,,
530,2,2008-08-02 18:21:21,0,,86,,,
531,2,2008-08-02 18:22:52,93,,157,,,7
532,2,2008-08-02 18:30:34,0,,86,,,
535,1,2008-08-02 18:43:54,27,7823,154,Continuous Integration System for a Python Codebase,7,
536,2,2008-08-02 18:49:07,6,,161,,,1
537,2,2008-08-02 18:49:30,2,,156,,,
538,2,2008-08-02 18:56:56,21,,156,,,4
539,2,2008-08-02 19:03:52,12,,157,,,
540,2,2008-08-02 19:06:38,0,,154,,,
541,2,2008-08-02 19:06:40,15,,157,,,
549,1,2008-08-02 19:51:50,2085,218940,136,The definitive guide to forms based website authentication,12,10
551,2,2008-08-02 20:03:06,3,,156,,,
555,2,2008-08-02 20:40:45,170,,136,,,4
558,2,2008-08-02 21:28:38,17,,166,,,
561,1,2008-08-02 21:34:24,8,3421,157,Using combinations of sets as test data,5,
564,1,2008-08-02 21:47:34,58,33891,25,What is the difference between an int and an Integer in Java and C#?,11,2
566,2,2008-08-02 21:55:45,58,,154,,,7
568,2,2008-08-02 22:05:08,39,,58,,,2
576,2,2008-08-02 23:00:53,18,,163,,,
580,1,2008-08-02 23:30:59,15,3294,91,Deploying SQL Server Databases from Test to Live,14,
582,2,2008-08-02 23:33:30,10,,149,,,1
583,2,2008-08-02 23:37:10,2,,39,,,1
585,2,2008-08-02 23:40:04,10,,149,,,
586,2,2008-08-02 23:51:09,14,,34,,,1
587,2,2008-08-02 23:56:23,3,,149,,,
588,1,2008-08-03 00:03:58,24,24138,172,Best way to access Exchange using PHP?,8,2
589,2,2008-08-03 00:04:59,0,,116,,,
590,2,2008-08-03 00:22:03,1,,116,,,
591,2,2008-08-03 00:37:03,2,,111,,,
594,1,2008-08-03 01:15:08,8,8205,116,cx_Oracle - what is the best way to iterate over a result set?,3,1
595,2,2008-08-03 01:17:36,11,,116,,,2
597,2,2008-08-03 01:38:02,1,,76,,,
598,2,2008-08-03 01:39:56,12,,175,,,1
599,2,2008-08-03 01:49:58,1,,175,,,
600,2,2008-08-03 01:53:49,1,,175,,,
602,2,2008-08-03 02:18:57,18,,13,,,0
603,2,2008-08-03 02:19:34,8,,175,,,
605,2,2008-08-03 02:26:33,7,,116,,,
606,2,2008-08-03 02:28:06,3,,175,,,
607,2,2008-08-03 02:30:05,8,,156,,,
608,2,2008-08-03 02:32:50,13,,13,,,1
609,1,2008-08-03 02:48:43,7,1503,179,Build for Windows NT 4.0 using Visual Studio 2005?,5,
611,2,2008-08-03 03:07:30,3,,173,,,1
613,2,2008-08-03 03:22:27,0,,173,,,
617,2,2008-08-03 04:03:23,5,,173,,,
619,2,2008-08-03 05:22:20,3,,183,,,
622,1,2008-08-03 05:45:21,26,17559,184,Most efficient code for the first 10000 prime numbers?,19,4
623,2,2008-08-03 06:03:35,28,,154,,,4
625,2,2008-08-03 06:39:54,24,,51,,,5
626,1,2008-08-03 06:40:54,174,31898,136,When to use lambda, when to use Proc.new?,11,2
629,2,2008-08-03 07:28:54,29,,122,,,1
633,2,2008-08-03 07:50:37,11,,33,,,
635,2,2008-08-03 08:34:57,2,,188,,,
644,1,2008-08-03 09:55:26,18,3310,191,Swap unique indexed column values in database,10,
645,2,2008-08-03 09:56:21,0,,151,,,
650,1,2008-08-03 11:12:52,51,19451,143,Automatically update version number,6,1
651,1,2008-08-03 11:21:54,13,5184,192,Checklist for IIS 6/ASP.NET Windows Authentication?,3,
653,2,2008-08-03 11:32:26,0,,115,,,
655,2,2008-08-03 11:41:38,45,,91,,,2
657,1,2008-08-03 11:50:33,10,2360,115,Encrypting Passwords,7,
660,2,2008-08-03 12:09:18,12,,197,,,
665,2,2008-08-03 12:26:35,3,,197,,,
667,2,2008-08-03 12:34:36,5,,197,,,1
669,2,2008-08-03 12:48:36,15,,117,,,
673,2,2008-08-03 12:55:50,3,,200,,,1
676,2,2008-08-03 13:01:24,15,,199,,,
679,2,2008-08-03 13:12:21,4,,51,,,3
681,2,2008-08-03 13:14:48,3,,200,,,
683,1,2008-08-03 13:19:16,14,4787,199,Using 'in' to match an attribute of Python objects in an array,9,
684,2,2008-08-03 13:22:25,1,,51,,,
691,2,2008-08-03 13:48:25,8,,34,,,
693,2,2008-08-03 13:57:01,4,,209,,,
695,2,2008-08-03 13:59:24,9,,206,,,
696,1,2008-08-03 14:03:28,10,5253,204,Connect PHP to an AS/400,8,
698,1,2008-08-03 14:22:28,116,39718,173,Is there an IDE that provides code completion for Python?,51,1
699,2,2008-08-03 14:27:20,21,,30,,,3
700,2,2008-08-03 14:30:02,34,,49,,,1
701,2,2008-08-03 14:30:50,2,,111,,,
702,2,2008-08-03 14:33:00,1,,147,,,
703,2,2008-08-03 14:37:45,1,,111,,,
704,2,2008-08-03 14:39:09,6,,200,,,
705,1,2008-08-03 14:41:43,13,4284,91,Embedded Database for .net that can run off a network,10,
707,2,2008-08-03 14:48:52,16,,46,,,2
709,1,2008-08-03 14:53:53,25,4884,111,.NET Testing Framework Advice,10,1
710,2,2008-08-03 14:57:18,3,,51,,,
711,2,2008-08-03 14:57:35,5,,207,,,
712,2,2008-08-03 14:57:44,13,,91,,,1
713,2,2008-08-03 14:59:20,31,,34,,,
715,2,2008-08-03 15:03:24,62,,189,,,1
718,2,2008-08-03 15:07:20,5,,27,,,
723,2,2008-08-03 15:21:52,197,,216,,,7
725,2,2008-08-03 15:24:38,12,,205,,,3
726,2,2008-08-03 15:27:59,-1,,91,,,
728,1,2008-08-03 15:32:56,7,3397,205,Decent, simple, GIS/mapping component for ASP.NET?,8,
735,2,2008-08-03 15:47:22,-2,,145,,,
737,2,2008-08-03 15:48:43,6,,173,,,
738,2,2008-08-03 15:49:53,42,,91,,,19
739,2,2008-08-03 15:49:56,2,,206,,,
742,1,2008-08-03 15:55:28,19,10301,189,Class views in Django,8,
743,2,2008-08-03 15:55:54,3,,173,,,1
745,2,2008-08-03 15:59:19,7,,154,,,
746,1,2008-08-03 16:03:48,13,6760,192,Format string to title case,16,
747,2,2008-08-03 16:05:57,14,,192,,,5
749,2,2008-08-03 16:12:43,5,,58,,,
750,2,2008-08-03 16:13:29,2,,199,,,
751,2,2008-08-03 16:25:07,-1,,219,,,1
752,1,2008-08-03 16:29:03,158,74447,192,Get a new object instance from a Type,8,
753,2,2008-08-03 16:31:22,18,,192,,,
754,2,2008-08-03 16:33:51,4,,142,,,1
755,2,2008-08-03 16:35:34,202,,34,,,2
756,2,2008-08-03 16:37:03,1,,197,,,
761,1,2008-08-03 17:30:20,4,478,214,Localising date format descriptors,7,
762,2,2008-08-03 17:31:31,1,,214,,,
763,2,2008-08-03 17:37:43,0,,51,,,
768,2,2008-08-03 18:06:30,16,,214,,,1
769,1,2008-08-03 18:14:24,17,6710,79,Solving a linear equation,10,
770,2,2008-08-03 18:18:54,2,,175,,,
771,2,2008-08-03 18:22:47,7,,175,,,
773,1,2008-08-03 18:27:09,86,27860,207,How do I use Python's itertools.groupby()?,6,
774,2,2008-08-03 18:27:13,2,,157,,,
777,2,2008-08-03 18:32:27,3,,150,,,
781,2,2008-08-03 18:37:24,14,,229,,,1
783,2,2008-08-03 18:40:09,26,,189,,,1
787,2,2008-08-03 18:46:33,3,,175,,,1
791,2,2008-08-03 18:52:17,0,,175,,,
794,2,2008-08-03 19:06:00,6,,157,,,2
795,2,2008-08-03 19:10:58,9,,227,,,
797,2,2008-08-03 19:30:55,99,,227,,,7
798,2,2008-08-03 19:36:48,3,,230,,,
799,2,2008-08-03 19:42:03,11,,162,,,3
800,1,2008-08-03 19:47:05,63,12758,230,Object Oriented vs Relational Databases,22,5
805,1,2008-08-03 20:11:26,5,1025,232,ASP, need to use SFTP,4,
806,2,2008-08-03 20:18:05,1,,58,,,1
807,2,2008-08-03 20:30:11,0,,234,,,
809,2,2008-08-03 20:32:38,13,,52,,,
810,1,2008-08-03 20:35:01,6,4738,233,Visual Studio Setup Project - Per User Registry Settings,4,1
815,2,2008-08-03 20:39:22,2,,198,,,1
817,2,2008-08-03 20:40:33,5,,234,,,
818,2,2008-08-03 20:45:27,0,,233,,,
819,2,2008-08-03 20:45:51,0,,232,,,
820,2,2008-08-03 20:48:47,3,,91,,,
826,1,2008-08-03 21:08:54,7,1312,101,Efficiently get sorted sums of a sorted list,8,1
829,2,2008-08-03 21:17:33,4,,234,,,
832,1,2008-08-03 21:22:52,4,1312,224,How do I most elegantly express left join with aggregate SQL as LINQ query,3,
833,1,2008-08-03 21:23:41,6,3222,186,Editing database records by multiple users,7,
834,2,2008-08-03 21:24:56,-4,,200,,,
835,1,2008-08-03 21:25:09,4,5175,91,CruiseControl.net, msbuild, /p:OutputPath and CCNetArtifactDirectory,3,
836,2,2008-08-03 21:31:14,1,,204,,,
837,2,2008-08-03 21:31:17,3,,224,,,
838,2,2008-08-03 21:31:40,4,,60,,,
840,2,2008-08-03 21:36:25,0,,101,,,1
842,1,2008-08-03 21:37:13,125,21656,40,How to implement unit testing in PHP?,10,5
844,2,2008-08-03 21:38:04,0,,227,,,
845,1,2008-08-03 21:42:37,38,11049,238,How can I detect which font was used in a web page?,9,2
846,2,2008-08-03 21:46:27,21,,200,,,
849,2,2008-08-03 21:51:44,23,,93,,,1
850,2,2008-08-03 21:55:30,3,,204,,,
853,2,2008-08-03 21:58:28,9,,204,,,
855,1,2008-08-03 22:03:37,6,2342,93,.Net XML comment into API Documentation,6,
858,2,2008-08-03 22:12:52,7,,34,,,1
859,2,2008-08-03 22:14:55,4,,91,,,
865,2,2008-08-03 22:29:48,0,,203,,,
870,2,2008-08-03 22:34:06,0,,233,,,
871,1,2008-08-03 22:38:29,395,133418,203,Why is Git better than Subversion?,30,12
873,2,2008-08-03 22:44:26,55,,150,,,4
875,2,2008-08-03 22:45:44,550,,91,,,33
876,2,2008-08-03 22:47:42,26,,34,,,2
877,2,2008-08-03 22:48:47,7,,206,,,
879,1,2008-08-03 22:51:41,47,30184,58,PHP Variables passed by value or by reference?,11,
880,2,2008-08-03 22:52:11,-1,,34,,,2
881,2,2008-08-03 22:52:17,7,,58,,,
884,2,2008-08-03 23:06:15,3,,159,,,1
885,2,2008-08-03 23:06:56,60,,91,,,1
886,2,2008-08-03 23:08:23,5,,153,,,1
887,2,2008-08-03 23:08:26,19,,40,,,7
888,1,2008-08-03 23:18:21,134,52907,131,How do you debug PHP scripts?,28,2
889,2,2008-08-03 23:20:48,7,,91,,,
890,2,2008-08-03 23:28:39,56,,200,,,1
891,2,2008-08-03 23:32:13,0,,234,,,
893,2,2008-08-03 23:38:05,6,,234,,,4
894,2,2008-08-03 23:52:47,5,,200,,,1
895,2,2008-08-03 23:56:54,1,,243,,,
896,2,2008-08-03 23:57:46,14,,34,,,
897,2,2008-08-04 00:05:05,4,,137,,,
898,1,2008-08-04 00:08:51,35,3253,200,Internationalization in your projects,12,
899,1,2008-08-04 00:09:39,362,398535,137,Best Subversion client for Mac OS,33,7
901,2,2008-08-04 00:12:27,5,,204,,,
902,2,2008-08-04 00:15:28,141,,137,,,11
904,1,2008-08-04 00:17:34,32,8300,34,In HTML, how to word-break on a dash?,6,3
905,1,2008-08-04 00:17:55,4,427,204,Client collation and SQL Server 2005,1,
906,2,2008-08-04 00:23:00,7,,122,,,1
907,2,2008-08-04 00:23:06,1,,244,,,1
908,2,2008-08-04 00:23:55,1,,243,,,
910,2,2008-08-04 00:24:15,145,,136,,,9
911,2,2008-08-04 00:25:11,34,,55,,,2
912,2,2008-08-04 00:25:28,11,,200,,,1
918,1,2008-08-04 00:33:54,79,63068,243,How to learn Python: Good Example Code?,16,1
921,2,2008-08-04 00:35:14,13,,91,,,1
922,2,2008-08-04 00:36:01,28,,118,,,3
930,1,2008-08-04 00:47:25,25,9080,245,How do I connect to a database and loop over a recordset in C#?,7,
931,2,2008-08-04 00:51:52,10,,116,,,2
934,2,2008-08-04 00:59:04,1,,244,,,
935,1,2008-08-04 01:00:24,34,71368,246,String literals and escape characters in postgresql,6,
936,2,2008-08-04 01:03:20,7,,91,,,
938,2,2008-08-04 01:07:03,30,,246,,,2
939,2,2008-08-04 01:07:07,0,,244,,,
